area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,MakePolygon,8,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGPoly> MakePolygon() { return sk_sp<SkSVGPoly>(new SkSVGPoly(SkSVGTag::kPolygon)); },
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,MakePolyline,8,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGPoly> MakePolyline() { return sk_sp<SkSVGPoly>(new SkSVGPoly(SkSVGTag::kPolyline)); },
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,SVG_ATTR,8,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Points, SkSVGPointsType, SkSVGPointsType()) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,onDraw,8,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,onAsPath,8,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,onObjectBoundingBox,8,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGRadialGradient.h,SkSVGRadialGradient,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGRadialGradient> Make() { return sk_sp<SkSVGRadialGradient>(new SkSVGRadialGradient()); },
modules/svg,modules/svg/include/SkSVGRadialGradient.h,SkSVGRadialGradient,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Cx, SkSVGLength, SkSVGLength(50, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Cy, SkSVGLength, SkSVGLength(50, SkSVGLength::Unit::kPercentage)) SVG_ATTR(R, SkSVGLength, SkSVGLength(50, SkSVGLength::Unit::kPercentage)) SVG_OPTIONAL_ATT",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGRadialGradient.h,SkSVGRadialGradient,onMakeShader,7,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"sk_sp<SkShader> onMakeShader(const SkSVGRenderContext&, const SkColor4f*, const SkScalar*, int count, SkTileMode, const SkMatrix&) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,Make,9,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGRect> Make() { return sk_sp<SkSVGRect>(new SkSVGRect()); },
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,SVG_ATTR,9,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Y , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Width , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Height, SkSVGLength, SkSVGLength(0)) SVG_OPTIONAL_ATTR(Rx, SkSVGLength) SVG_OPTIONAL_ATTR(Ry, SkSVGLe",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,onDraw,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,onAsPath,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,onObjectBoundingBox,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,SkSVGLengthContext,20,no,missing,,na,P3,Phase 9 optional,tracked,"SkSVGLengthContext(const SkSize& viewport, SkScalar dpi = 90) : fViewport(viewport), fDPI(dpi) {}",
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,viewPort,29,no,missing,,na,P3,Phase 9 optional,tracked,const SkSize& viewPort() const { return fViewport; },
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,setViewPort,29,no,missing,,na,P3,Phase 9 optional,tracked,void setViewPort(const SkSize& viewport) { fViewport = viewport; },
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,resolve,29,no,missing,,na,P3,Phase 9 optional,tracked,"SkScalar resolve(const SkSVGLength&, LengthType) const;",
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,resolveRect,29,no,missing,,na,P3,Phase 9 optional,tracked,"SkRect resolveRect(const SkSVGLength& x, const SkSVGLength& y, const SkSVGLength& w, const SkSVGLength& h) const;",
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,SkSVGRenderContext,60,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"SkSVGRenderContext(SkCanvas*, const sk_sp<SkFontMgr>&, const sk_sp<skresources::ResourceProvider>&, const SkSVGIDMapper&, const SkSVGLengthContext&, const SkSVGPresentationContext&, const OBBScope&);",SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,SkSVGRenderContext,60,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,SkSVGRenderContext(const SkSVGRenderContext&);,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,SkSVGRenderContext,60,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"SkSVGRenderContext(const SkSVGRenderContext&, SkCanvas*);",SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,SkSVGRenderContext,60,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,"SkSVGRenderContext(const SkSVGRenderContext&, const SkSVGNode*);",SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,~SkSVGRenderContext,60,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~SkSVGRenderContext();,destructor/lifetime should be represented by wrapper release/delete API
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,lengthContext,60,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,const SkSVGLengthContext& lengthContext() const { return *fLengthContext; },SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,writableLengthContext,60,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,SkSVGLengthContext* writableLengthContext() { return fLengthContext.writable(); },SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,presentationContext,60,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,const SkSVGPresentationContext& presentationContext() const { return *fPresentationContext; },SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,canvas,60,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,SkCanvas* canvas() const { return fCanvas; },SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGRenderContext,saveOnce,60,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,void saveOnce();,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGSVG.h,SkSVGSVG,Make,15,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGSVG> Make(Type t = Type::kInner) { return sk_sp<SkSVGSVG>(new SkSVGSVG(t)); },
modules/svg,modules/svg/include/SkSVGSVG.h,SkSVGSVG,SVG_ATTR,15,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Y , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Width , SkSVGLength, SkSVGLength(100, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Height , SkSVGLength, SkSVGLength(100, SkSVGLength::Unit::kPercenta",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGSVG.h,SkSVGSVG,renderNode,15,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void renderNode(const SkSVGRenderContext&, const SkSVGIRI& iri) const;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGShape.h,SkSVGShape,appendChild,10,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,void appendChild(sk_sp<SkSVGNode>) override;,Standalone SVG node ownership and child transfer need a node owner model before exposing appendChild
modules/svg,modules/svg/include/SkSVGStop.h,SkSVGStop,Make,9,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGStop> Make() { return sk_sp<SkSVGStop>(new SkSVGStop()); },
modules/svg,modules/svg/include/SkSVGStop.h,SkSVGStop,SVG_ATTR,9,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Offset, SkSVGLength, SkSVGLength(0, SkSVGLength::Unit::kPercentage)) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextFragment,renderText,11,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void renderText(const SkSVGRenderContext&, SkSVGTextContext*, SkSVGXmlSpace) const;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextContainer,SVG_ATTR,30,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(X, std::vector<SkSVGLength>, {}) SVG_ATTR(Y, std::vector<SkSVGLength>, {}) SVG_ATTR(Dx, std::vector<SkSVGLength>, {}) SVG_ATTR(Dy, std::vector<SkSVGLength>, {}) SVG_ATTR(Rotate, std::vector<SkSVGNumberType>, {}) SVG_ATTR(XmlSpace, ",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGText.h,SkSVGText,Make,55,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGText> Make() { return sk_sp<SkSVGText>(new SkSVGText()); },
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTSpan,Make,70,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGTSpan> Make() { return sk_sp<SkSVGTSpan>(new SkSVGTSpan()); },
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextLiteral,Make,80,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGTextLiteral> Make() { return sk_sp<SkSVGTextLiteral>(new SkSVGTextLiteral()); },
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextLiteral,SVG_ATTR,80,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Text, SkSVGStringType, SkSVGStringType()) private: SkSVGTextLiteral() : INHERITED(SkSVGTag::kTextLiteral) {}",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextLiteral,onShapeText,80,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onShapeText(const SkSVGRenderContext&, SkSVGTextContext*, SkSVGXmlSpace) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextLiteral,appendChild,80,no,missing,,real_gap,P2,Phase 14 callback/provider,design_required,void appendChild(sk_sp<SkSVGNode>) override {},Standalone SVG node ownership and child transfer need a node owner model before exposing appendChild
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextPath,Make,98,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGTextPath> Make() { return sk_sp<SkSVGTextPath>(new SkSVGTextPath()); },
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextPath,SVG_ATTR,98,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Href , SkSVGIRI , {} ) SVG_ATTR(StartOffset, SkSVGLength, SkSVGLength(0)) private: SkSVGTextPath() : INHERITED(SkSVGTag::kTextPath) {}",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextPath,onShapeText,98,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onShapeText(const SkSVGRenderContext&, SkSVGTextContext*, SkSVGXmlSpace) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGText.h,SkSVGTextPath,parseAndSetAttribute,98,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGTransformableNode.h,SkSVGTransformableNode,setTransform,7,no,missing,,real_gap,P3,Phase 9 optional,tracked,void setTransform(const SkSVGTransformType& t) { fTransform = t; },
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGLength,operator==,122,no,false_positive,SkSVGLength_delete|SkSVGLength_new|SkSVGLength_unit|SkSVGLength_value,false_positive,P0,Phase 10,coverage_polish,bool operator==(const SkSVGLength& other) const { return fUnit == other.fUnit && fValue == other.fValue; },C++ operator convenience should not be exposed directly; use named/value helpers only if needed
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGLength,operator!=,122,no,false_positive,SkSVGLength_delete|SkSVGLength_new|SkSVGLength_unit|SkSVGLength_value,false_positive,P0,Phase 10,coverage_polish,bool operator!=(const SkSVGLength& other) const { return !(*this == other); },C++ operator convenience should not be exposed directly; use named/value helpers only if needed
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,SkSVGIRI,150,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,SkSVGIRI() : fType(Type::kLocal) {},value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,SkSVGIRI,150,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SkSVGIRI(Type t, const SkSVGStringType& iri) : fType(t), fIRI(iri) {}",value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,type,150,no,missing,,real_gap,P3,Phase 9 optional,tracked,Type type() const { return fType; },
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,iri,150,no,missing,,real_gap,P3,Phase 9 optional,tracked,const SkSVGStringType& iri() const { return fIRI; },
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,operator==,150,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,bool operator==(const SkSVGIRI& other) const { return fType == other.fType && fIRI == other.fIRI; },C++ operator convenience should not be exposed directly; use named/value helpers only if needed
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGIRI,operator!=,150,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,bool operator!=(const SkSVGIRI& other) const { return !(*this == other); },C++ operator convenience should not be exposed directly; use named/value helpers only if needed
modules/svg,modules/svg/include/SkSVGTypes.h,SkSVGPaint,SkSVGPaint,222,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SkSVGPaint() : fType(Type::kNone), fColor(SK_ColorBLACK) {}",value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
